months,princeston_precip
1992-07,0.0
1992-08,0.0
1992-09,0.0
1992-10,10.494262
1992-11,78.602455
1992-12,38.17193
1993-01,5.850615
1993-02,49.809013
1993-03,14.108812
1993-04,7.641394
1993-05,0.49549183
1993-06,0.0
1993-07,0.0
1993-08,0.0
1993-09,0.0
1993-10,67.78709
1993-11,59.084015
1993-12,60.977253
1994-01,127.21433
1994-02,85.29672
1994-03,21.617416
1994-04,0.2704918
1994-05,0.0
1994-06,0.0
1994-07,0.0
1994-08,0.0
1994-09,0.0
1994-10,1.8930328
1994-11,4.82582
1994-12,50.883198
1995-01,51.156353
1995-02,10.104099
1995-03,99.7082
1995-04,10.610657
1995-05,7.451435
1995-06,0.0
1995-07,0.0
1995-08,0.0
1995-09,0.36270493
1995-10,24.914345
1995-11,84.67008
1995-12,105.71127
1996-01,120.137695
1996-02,98.63566
1996-03,13.543443
1996-04,45.313522
1996-05,31.343033
1996-06,0.0
1996-07,0.0
1996-08,0.0
1996-09,6.737705
1996-10,12.101435
1996-11,113.790985
1996-12,85.04037
1997-01,116.726425
1997-02,35.59098
1997-03,168.63873
1997-04,56.040985
1997-05,19.311476
1997-06,0.0
1997-07,0.0
1997-08,0.0
1997-09,46.43853
1997-10,29.951843
1997-11,47.618855
1997-12,51.810654
1998-01,123.87931
1998-02,49.631145
1998-03,63.435654
1998-04,4.616803
1998-05,0.0
1998-06,0.0
1998-07,0.0
1998-08,0.0
1998-09,6.75
1998-10,59.4082
1998-11,83.32992
1998-12,68.56844
1999-01,92.56803
1999-02,25.917213
1999-03,51.454918
1999-04,13.118853
1999-05,22.081148
1999-06,0.0
1999-07,0.0
1999-08,0.0
1999-09,0.0
1999-10,9.363524
1999-11,14.415984
1999-12,96.64632
2000-01,82.04836
2000-02,151.317
2000-03,66.32602
2000-04,15.067624
2000-05,18.129917
2000-06,0.0
2000-07,0.0
2000-08,0.0
2000-09,7.334016
2000-10,21.299795
2000-11,93.29508
2000-12,59.814754
2001-01,42.682175
2001-02,57.26803
2001-03,51.327866
2001-04,97.80124
2001-05,19.311476
2001-06,0.0
2001-07,0.0
2001-08,0.0
2001-09,26.053276
2001-10,55.005943
2001-11,72.2459
2001-12,120.08053
2002-01,72.57049
2002-02,46.790985
2002-03,35.20533
2002-04,21.92828
2002-05,33.337704
2002-06,0.0
2002-07,0.0
2002-08,0.0
2002-09,15.196721
2002-10,25.492416
2002-11,24.915983
2002-12,96.951225
2003-01,105.228485
2003-02,60.664757
2003-03,23.885246
2003-04,17.803278
2003-05,0.95922136
2003-06,0.0
2003-07,0.0
2003-08,0.0
2003-09,5.821721
2003-10,45.54078
2003-11,46.764343
2003-12,36.35512
2004-01,87.61947
2004-02,78.71598
2004-03,55.456963
2004-04,46.82582
2004-05,1.9438525
2004-06,0.0
2004-07,0.0
2004-08,0.0
2004-09,13.518442
2004-10,40.547745
2004-11,13.469262
2004-12,95.8459
2005-01,97.929504
2005-02,34.89672
2005-03,61.460037
2005-04,48.95902
2005-05,3.4557378
2005-06,0.0
2005-07,0.0
2005-08,0.0
2005-09,0.0
2005-10,6.155533
2005-11,15.842214
2005-12,35.052868
2006-01,96.41763
2006-02,113.451645
2006-03,62.501846
2006-04,57.848362
2006-05,6.568442
2006-06,0.0
2006-07,0.0
2006-08,0.0
2006-09,0.0
2006-10,18.142622
2006-11,26.329916
2006-12,42.87275
2007-01,31.965576
2007-02,21.929508
2007-03,22.678278
2007-04,17.680326
2007-05,0.0
2007-06,0.0
2007-07,0.0
2007-08,0.0
2007-09,40.24795
2007-10,54.33894
2007-11,18.479507
2007-12,63.511887
2008-01,100.14017
2008-02,22.688934
2008-03,59.96721
