stn_name,MOLEPOLOLE POLICE STN.
1986-06-07T00:00:00,No data
1986-06-08T00:00:00,No data
1986-06-09T00:00:00,No data
1986-06-10T00:00:00,No data
1986-06-11T00:00:00,No data
1986-06-12T00:00:00,No data
1986-06-13T00:00:00,No data
1986-06-14T00:00:00,No data
1986-06-15T00:00:00,No data
1986-06-16T00:00:00,No data
1986-06-17T00:00:00,No data
1986-06-18T00:00:00,No data
1986-06-19T00:00:00,No data
1986-06-20T00:00:00,No data
1986-06-21T00:00:00,No data
1986-06-22T00:00:00,No data
1986-06-23T00:00:00,No data
1986-06-24T00:00:00,No data
1986-06-25T00:00:00,No data
1986-06-26T00:00:00,No data
1986-06-27T00:00:00,No data
1986-06-28T00:00:00,No data
1986-06-29T00:00:00,No data
1986-06-30T00:00:00,No data
1986-07-01T00:00:00,No data
1986-07-02T00:00:00,No data
1986-07-03T00:00:00,No data
1986-07-04T00:00:00,No data
1986-07-05T00:00:00,No data
1986-07-06T00:00:00,No data
1986-07-07T00:00:00,No data
1986-07-08T00:00:00,No data
1986-07-09T00:00:00,No data
1986-07-10T00:00:00,No data
1986-07-11T00:00:00,No data
1986-07-12T00:00:00,No data
1986-07-13T00:00:00,No data
1986-07-14T00:00:00,No data
1986-07-15T00:00:00,No data
1986-07-16T00:00:00,No data
1986-07-17T00:00:00,No data
1986-07-18T00:00:00,No data
1986-07-19T00:00:00,No data
1986-07-20T00:00:00,No data
1986-07-21T00:00:00,No data
1986-07-22T00:00:00,No data
1986-07-23T00:00:00,No data
1986-07-24T00:00:00,No data
1986-07-25T00:00:00,No data
1986-07-26T00:00:00,No data
1986-07-27T00:00:00,No data
1986-07-28T00:00:00,No data
1986-07-29T00:00:00,No data
1986-07-30T00:00:00,No data
1986-07-31T00:00:00,No data
1986-08-01T00:00:00,No data
1986-08-02T00:00:00,No data
1986-08-03T00:00:00,No data
1986-08-04T00:00:00,No data
1986-08-05T00:00:00,No data
1986-08-06T00:00:00,No data
1986-08-07T00:00:00,No data
1986-08-08T00:00:00,No data
1986-08-09T00:00:00,No data
1986-08-10T00:00:00,No data
1986-08-11T00:00:00,No data
1986-08-12T00:00:00,No data
1986-08-13T00:00:00,No data
1986-08-14T00:00:00,No data
1986-08-15T00:00:00,No data
1986-08-16T00:00:00,No data
1986-08-17T00:00:00,No data
1986-08-18T00:00:00,No data
1986-08-19T00:00:00,No data
1986-08-20T00:00:00,No data
1986-08-21T00:00:00,No data
1986-08-22T00:00:00,No data
1986-08-23T00:00:00,No data
1986-08-24T00:00:00,No data
1986-08-25T00:00:00,No data
1986-08-26T00:00:00,No data
1986-08-27T00:00:00,No data
1986-08-28T00:00:00,No data
1986-08-29T00:00:00,5.019118309
1986-08-30T00:00:00,No data
1986-08-31T00:00:00,No data
1986-09-01T00:00:00,No data
1986-09-02T00:00:00,No data
1986-09-03T00:00:00,No data
1986-09-04T00:00:00,No data
1986-09-05T00:00:00,No data
1986-09-06T00:00:00,No data
1986-09-07T00:00:00,No data
1986-09-08T00:00:00,No data
1986-09-09T00:00:00,No data
1986-09-10T00:00:00,No data
1986-09-11T00:00:00,No data
1986-09-12T00:00:00,No data
1986-09-13T00:00:00,No data
1986-09-14T00:00:00,No data
1986-09-15T00:00:00,No data
1986-09-16T00:00:00,No data
1986-09-17T00:00:00,No data
1986-09-18T00:00:00,No data
1986-09-19T00:00:00,No data
1986-09-20T00:00:00,No data
1986-09-21T00:00:00,No data
1986-09-22T00:00:00,No data
1986-09-23T00:00:00,No data
1986-09-24T00:00:00,No data
1986-09-25T00:00:00,No data
1986-09-26T00:00:00,No data
1986-09-27T00:00:00,No data
1986-09-28T00:00:00,12.85335827
1986-09-29T00:00:00,No data
1986-09-30T00:00:00,No data
1986-10-01T00:00:00,No data
1986-10-02T00:00:00,No data
1986-10-03T00:00:00,No data
1986-10-04T00:00:00,No data
1986-10-05T00:00:00,No data
1986-10-06T00:00:00,No data
1986-10-07T00:00:00,No data
1986-10-08T00:00:00,No data
1986-10-09T00:00:00,4.260575771
1986-10-10T00:00:00,4.260575771
1986-10-11T00:00:00,No data
1986-10-12T00:00:00,No data
1986-10-13T00:00:00,No data
1986-10-14T00:00:00,No data
1986-10-15T00:00:00,4.532585144
1986-10-16T00:00:00,4.276807308
1986-10-17T00:00:00,8.794561386
1986-10-18T00:00:00,1.397491813
1986-10-19T00:00:00,2.42151618
1986-10-20T00:00:00,No data
1986-10-21T00:00:00,No data
1986-10-22T00:00:00,No data
1986-10-23T00:00:00,No data
1986-10-24T00:00:00,No data
1986-10-25T00:00:00,3.320699215
1986-10-26T00:00:00,No data
1986-10-27T00:00:00,No data
1986-10-28T00:00:00,No data
1986-10-29T00:00:00,No data
1986-10-30T00:00:00,No data
1986-10-31T00:00:00,18.74518585
1986-11-01T00:00:00,No data
1986-11-02T00:00:00,No data
1986-11-03T00:00:00,No data
1986-11-04T00:00:00,4.408812046
1986-11-05T00:00:00,4.408812046
1986-11-06T00:00:00,27.85910797
1986-11-07T00:00:00,2.630474091
1986-11-08T00:00:00,No data
1986-11-09T00:00:00,No data
1986-11-10T00:00:00,No data
1986-11-11T00:00:00,No data
1986-11-12T00:00:00,No data
1986-11-13T00:00:00,No data
1986-11-14T00:00:00,No data
1986-11-15T00:00:00,No data
1986-11-16T00:00:00,No data
1986-11-17T00:00:00,No data
1986-11-18T00:00:00,No data
1986-11-19T00:00:00,No data
1986-11-20T00:00:00,No data
1986-11-21T00:00:00,6.058987141
1986-11-22T00:00:00,No data
1986-11-23T00:00:00,No data
1986-11-24T00:00:00,No data
1986-11-25T00:00:00,No data
1986-11-26T00:00:00,No data
1986-11-27T00:00:00,No data
1986-11-28T00:00:00,16.77104759
1986-11-29T00:00:00,5.590349197
1986-11-30T00:00:00,No data
1986-12-01T00:00:00,No data
1986-12-02T00:00:00,No data
1986-12-03T00:00:00,No data
1986-12-04T00:00:00,No data
1986-12-05T00:00:00,6.241158962
1986-12-06T00:00:00,12.71903324
1986-12-07T00:00:00,No data
1986-12-08T00:00:00,No data
1986-12-09T00:00:00,No data
1986-12-10T00:00:00,No data
1986-12-11T00:00:00,No data
1986-12-12T00:00:00,No data
1986-12-13T00:00:00,No data
1986-12-14T00:00:00,No data
1986-12-15T00:00:00,No data
1986-12-16T00:00:00,3.71495223
1986-12-17T00:00:00,7.969171047
1986-12-18T00:00:00,No data
1986-12-19T00:00:00,No data
1986-12-20T00:00:00,No data
1986-12-21T00:00:00,3.59691143
1986-12-22T00:00:00,No data
1986-12-23T00:00:00,No data
1986-12-24T00:00:00,3.59691143
1986-12-25T00:00:00,3.59691143
1986-12-26T00:00:00,3.281180859
1986-12-27T00:00:00,6.562361717
1986-12-28T00:00:00,No data
1986-12-29T00:00:00,6.562361717
1986-12-30T00:00:00,No data
1986-12-31T00:00:00,No data
1987-01-01T00:00:00,No data
1987-01-02T00:00:00,No data
1987-01-03T00:00:00,4.946010113
1987-01-04T00:00:00,No data
1987-01-05T00:00:00,No data
1987-01-06T00:00:00,No data
1987-01-07T00:00:00,No data
1987-01-08T00:00:00,3.637098312
1987-01-09T00:00:00,3.637098312
1987-01-10T00:00:00,No data
1987-01-11T00:00:00,No data
1987-01-12T00:00:00,9.588643074
1987-01-13T00:00:00,No data
1987-01-14T00:00:00,No data
1987-01-15T00:00:00,No data
1987-01-16T00:00:00,No data
1987-01-17T00:00:00,No data
1987-01-18T00:00:00,No data
1987-01-19T00:00:00,No data
1987-01-20T00:00:00,9.102905273
1987-01-21T00:00:00,4.102182865
1987-01-22T00:00:00,No data
1987-01-23T00:00:00,4.102182865
1987-01-24T00:00:00,No data
1987-01-25T00:00:00,No data
1987-01-26T00:00:00,No data
1987-01-27T00:00:00,No data
1987-01-28T00:00:00,4.698530674
1987-01-29T00:00:00,9.397061348
1987-01-30T00:00:00,No data
1987-01-31T00:00:00,No data
1987-02-01T00:00:00,No data
1987-02-02T00:00:00,No data
1987-02-03T00:00:00,No data
1987-02-04T00:00:00,No data
1987-02-05T00:00:00,No data
1987-02-06T00:00:00,No data
1987-02-07T00:00:00,No data
1987-02-08T00:00:00,No data
1987-02-09T00:00:00,No data
1987-02-10T00:00:00,No data
1987-02-11T00:00:00,No data
1987-02-12T00:00:00,No data
1987-02-13T00:00:00,No data
1987-02-14T00:00:00,No data
1987-02-15T00:00:00,No data
1987-02-16T00:00:00,2.234822273
1987-02-17T00:00:00,No data
1987-02-18T00:00:00,No data
1987-02-19T00:00:00,1.908910394
1987-02-20T00:00:00,4.632600307
1987-02-21T00:00:00,No data
1987-02-22T00:00:00,No data
1987-02-23T00:00:00,No data
1987-02-24T00:00:00,No data
1987-02-25T00:00:00,No data
1987-02-26T00:00:00,No data
1987-02-27T00:00:00,8.966249466
1987-02-28T00:00:00,No data
1987-03-01T00:00:00,27.28410149
1987-03-02T00:00:00,No data
1987-03-03T00:00:00,No data
1987-03-04T00:00:00,No data
1987-03-05T00:00:00,No data
1987-03-06T00:00:00,No data
1987-03-07T00:00:00,No data
1987-03-08T00:00:00,No data
1987-03-09T00:00:00,No data
1987-03-10T00:00:00,No data
1987-03-11T00:00:00,No data
1987-03-12T00:00:00,No data
1987-03-13T00:00:00,No data
1987-03-14T00:00:00,No data
1987-03-15T00:00:00,No data
1987-03-16T00:00:00,No data
1987-03-17T00:00:00,No data
1987-03-18T00:00:00,No data
1987-03-19T00:00:00,No data
1987-03-20T00:00:00,No data
1987-03-21T00:00:00,22.93938828
1987-03-22T00:00:00,No data
1987-03-23T00:00:00,No data
1987-03-24T00:00:00,No data
1987-03-25T00:00:00,No data
1987-03-26T00:00:00,No data
1987-03-27T00:00:00,No data
1987-03-28T00:00:00,No data
1987-03-29T00:00:00,No data
1987-03-30T00:00:00,No data
1987-03-31T00:00:00,No data
1987-04-01T00:00:00,No data
1987-04-02T00:00:00,No data
1987-04-03T00:00:00,No data
1987-04-04T00:00:00,No data
1987-04-05T00:00:00,No data
1987-04-06T00:00:00,No data
1987-04-07T00:00:00,No data
1987-04-08T00:00:00,No data
1987-04-09T00:00:00,No data
1987-04-10T00:00:00,No data
1987-04-11T00:00:00,No data
1987-04-12T00:00:00,2.663261414
1987-04-13T00:00:00,No data
1987-04-14T00:00:00,1.709257126
1987-04-15T00:00:00,No data
1987-04-16T00:00:00,No data
1987-04-17T00:00:00,13.05332279
1987-04-18T00:00:00,No data
1987-04-19T00:00:00,No data
1987-04-20T00:00:00,No data
1987-04-21T00:00:00,No data
1987-04-22T00:00:00,No data
1987-04-23T00:00:00,No data
1987-04-24T00:00:00,No data
1987-04-25T00:00:00,No data
1987-04-26T00:00:00,No data
1987-04-27T00:00:00,No data
1987-04-28T00:00:00,No data
1987-04-29T00:00:00,No data
1987-04-30T00:00:00,No data
1987-05-01T00:00:00,No data
1987-05-02T00:00:00,No data
1987-05-03T00:00:00,No data
1987-05-04T00:00:00,3.245106697
1987-05-05T00:00:00,No data
1987-05-06T00:00:00,No data
1987-05-07T00:00:00,No data
1987-05-08T00:00:00,No data
1987-05-09T00:00:00,No data
1987-05-10T00:00:00,No data
1987-05-11T00:00:00,No data
1987-05-12T00:00:00,No data
1987-05-13T00:00:00,No data
1987-05-14T00:00:00,No data
1987-05-15T00:00:00,No data
1987-05-16T00:00:00,No data
1987-05-17T00:00:00,No data
1987-05-18T00:00:00,No data
1987-05-19T00:00:00,No data
1987-05-20T00:00:00,No data
1987-05-21T00:00:00,No data
1987-05-22T00:00:00,No data
1987-05-23T00:00:00,No data
1987-05-24T00:00:00,No data
1987-05-25T00:00:00,No data
1987-05-26T00:00:00,No data
1987-05-27T00:00:00,No data
1987-05-28T00:00:00,No data
1987-05-29T00:00:00,No data
1987-05-30T00:00:00,No data
1987-05-31T00:00:00,No data
1987-06-01T00:00:00,No data
1987-06-02T00:00:00,No data
1987-06-03T00:00:00,No data
1987-06-04T00:00:00,No data
1987-06-05T00:00:00,No data
1987-06-06T00:00:00,No data
1987-06-07T00:00:00,No data
1987-06-08T00:00:00,No data
1987-06-09T00:00:00,No data
1987-06-10T00:00:00,No data
1987-06-11T00:00:00,No data
1987-06-12T00:00:00,No data
1987-06-13T00:00:00,No data
1987-06-14T00:00:00,No data
1987-06-15T00:00:00,No data
1987-06-16T00:00:00,No data
1987-06-17T00:00:00,No data
1987-06-18T00:00:00,No data
1987-06-19T00:00:00,No data
1987-06-20T00:00:00,No data
1987-06-21T00:00:00,No data
1987-06-22T00:00:00,No data
1987-06-23T00:00:00,No data
1987-06-24T00:00:00,No data
1987-06-25T00:00:00,No data
1987-06-26T00:00:00,No data
1987-06-27T00:00:00,No data
1987-06-28T00:00:00,No data
1987-06-29T00:00:00,No data
1987-06-30T00:00:00,No data
1987-07-01T00:00:00,1.219684601
1987-07-02T00:00:00,No data
1987-07-03T00:00:00,No data
1987-07-04T00:00:00,No data
1987-07-05T00:00:00,No data
1987-07-06T00:00:00,No data
1987-07-07T00:00:00,No data
1987-07-08T00:00:00,No data
1987-07-09T00:00:00,No data
1987-07-10T00:00:00,No data
1987-07-11T00:00:00,No data
1987-07-12T00:00:00,No data
1987-07-13T00:00:00,No data
1987-07-14T00:00:00,No data
1987-07-15T00:00:00,No data
1987-07-16T00:00:00,No data
1987-07-17T00:00:00,No data
1987-07-18T00:00:00,No data
1987-07-19T00:00:00,No data
1987-07-20T00:00:00,No data
1987-07-21T00:00:00,No data
1987-07-22T00:00:00,No data
1987-07-23T00:00:00,No data
1987-07-24T00:00:00,No data
1987-07-25T00:00:00,No data
1987-07-26T00:00:00,No data
1987-07-27T00:00:00,No data
1987-07-28T00:00:00,No data
1987-07-29T00:00:00,No data
1987-07-30T00:00:00,No data
1987-07-31T00:00:00,No data
1987-08-01T00:00:00,No data
1987-08-02T00:00:00,No data
1987-08-03T00:00:00,No data
1987-08-04T00:00:00,No data
1987-08-05T00:00:00,No data
1987-08-06T00:00:00,No data
1987-08-07T00:00:00,No data
1987-08-08T00:00:00,No data
1987-08-09T00:00:00,No data
1987-08-10T00:00:00,No data
1987-08-11T00:00:00,No data
1987-08-12T00:00:00,No data
1987-08-13T00:00:00,No data
1987-08-14T00:00:00,No data
1987-08-15T00:00:00,No data
1987-08-16T00:00:00,No data
1987-08-17T00:00:00,No data
1987-08-18T00:00:00,No data
1987-08-19T00:00:00,No data
1987-08-20T00:00:00,No data
1987-08-21T00:00:00,No data
1987-08-22T00:00:00,No data
1987-08-23T00:00:00,No data
1987-08-24T00:00:00,No data
1987-08-25T00:00:00,No data
1987-08-26T00:00:00,No data
1987-08-27T00:00:00,No data
1987-08-28T00:00:00,No data
1987-08-29T00:00:00,No data
1987-08-30T00:00:00,No data
1987-08-31T00:00:00,No data
1987-09-01T00:00:00,No data
1987-09-02T00:00:00,No data
1987-09-03T00:00:00,No data
1987-09-04T00:00:00,No data
1987-09-05T00:00:00,No data
1987-09-06T00:00:00,No data
1987-09-07T00:00:00,3.118915319
1987-09-08T00:00:00,6.237830639
1987-09-09T00:00:00,3.118915319
1987-09-10T00:00:00,No data
1987-09-11T00:00:00,No data
1987-09-12T00:00:00,No data
1987-09-13T00:00:00,No data
1987-09-14T00:00:00,No data
1987-09-15T00:00:00,No data
1987-09-16T00:00:00,No data
1987-09-17T00:00:00,6.528366089
1987-09-18T00:00:00,No data
1987-09-19T00:00:00,No data
1987-09-20T00:00:00,No data
1987-09-21T00:00:00,1.211904645
1987-09-22T00:00:00,1.072481871
1987-09-23T00:00:00,No data
1987-09-24T00:00:00,No data
1987-09-25T00:00:00,No data
1987-09-26T00:00:00,No data
1987-09-27T00:00:00,No data
1987-09-28T00:00:00,No data
1987-09-29T00:00:00,1.639089346
1987-09-30T00:00:00,No data
1987-10-01T00:00:00,No data
1987-10-02T00:00:00,No data
1987-10-03T00:00:00,No data
1987-10-04T00:00:00,No data
1987-10-05T00:00:00,No data
1987-10-06T00:00:00,No data
1987-10-07T00:00:00,No data
1987-10-08T00:00:00,No data
1987-10-09T00:00:00,No data
1987-10-10T00:00:00,No data
1987-10-11T00:00:00,No data
1987-10-12T00:00:00,No data
1987-10-13T00:00:00,No data
1987-10-14T00:00:00,No data
1987-10-15T00:00:00,No data
1987-10-16T00:00:00,No data
1987-10-17T00:00:00,No data
1987-10-18T00:00:00,No data
1987-10-19T00:00:00,No data
1987-10-20T00:00:00,No data
1987-10-21T00:00:00,No data
1987-10-22T00:00:00,No data
1987-10-23T00:00:00,No data
1987-10-24T00:00:00,No data
1987-10-25T00:00:00,No data
1987-10-26T00:00:00,No data
1987-10-27T00:00:00,No data
1987-10-28T00:00:00,No data
1987-10-29T00:00:00,No data
1987-10-30T00:00:00,13.70091343
1987-10-31T00:00:00,6.850456715
1987-11-01T00:00:00,No data
1987-11-02T00:00:00,No data
1987-11-03T00:00:00,0.241695166
1987-11-04T00:00:00,No data
1987-11-05T00:00:00,4.812576771
1987-11-06T00:00:00,12.68220425
1987-11-07T00:00:00,0.891080201
1987-11-08T00:00:00,No data
1987-11-09T00:00:00,No data
1987-11-10T00:00:00,9.682653427
1987-11-11T00:00:00,4.052748203
1987-11-12T00:00:00,No data
1987-11-13T00:00:00,No data
1987-11-14T00:00:00,No data
1987-11-15T00:00:00,4.052748203
1987-11-16T00:00:00,No data
1987-11-17T00:00:00,No data
1987-11-18T00:00:00,2.072422981
1987-11-19T00:00:00,4.144845963
1987-11-20T00:00:00,No data
1987-11-21T00:00:00,10.42453194
1987-11-22T00:00:00,No data
1987-11-23T00:00:00,No data
1987-11-24T00:00:00,No data
1987-11-25T00:00:00,No data
1987-11-26T00:00:00,No data
1987-11-27T00:00:00,No data
1987-11-28T00:00:00,No data
1987-11-29T00:00:00,21.32139969
1987-11-30T00:00:00,No data
1987-12-01T00:00:00,4.081323147
1987-12-02T00:00:00,No data
1987-12-03T00:00:00,No data
1987-12-04T00:00:00,4.081323147
1987-12-05T00:00:00,4.081323147
1987-12-06T00:00:00,9.594388962
1987-12-07T00:00:00,No data
1987-12-08T00:00:00,No data
1987-12-09T00:00:00,No data
1987-12-10T00:00:00,No data
1987-12-11T00:00:00,No data
1987-12-12T00:00:00,16.10082245
1987-12-13T00:00:00,No data
1987-12-14T00:00:00,No data
1987-12-15T00:00:00,No data
1987-12-16T00:00:00,1.4337641
1987-12-17T00:00:00,4.301292419
1987-12-18T00:00:00,4.301292419
1987-12-19T00:00:00,1.4337641
1987-12-20T00:00:00,No data
1987-12-21T00:00:00,No data
1987-12-22T00:00:00,40.96929932
1987-12-23T00:00:00,No data
1987-12-24T00:00:00,No data
1987-12-25T00:00:00,8.962033272
1987-12-26T00:00:00,No data
1987-12-27T00:00:00,No data
1987-12-28T00:00:00,No data
1987-12-29T00:00:00,No data
1987-12-30T00:00:00,No data
1987-12-31T00:00:00,No data
1988-01-01T00:00:00,No data
1988-01-02T00:00:00,No data
1988-01-03T00:00:00,No data
1988-01-04T00:00:00,4.15606451
1988-01-05T00:00:00,No data
1988-01-06T00:00:00,No data
1988-01-07T00:00:00,11.73237896
1988-01-08T00:00:00,No data
1988-01-09T00:00:00,No data
1988-01-10T00:00:00,3.04630208
1988-01-11T00:00:00,3.412624836
1988-01-12T00:00:00,No data
1988-01-13T00:00:00,No data
1988-01-14T00:00:00,No data
1988-01-15T00:00:00,No data
1988-01-16T00:00:00,No data
1988-01-17T00:00:00,14.70163441
1988-01-18T00:00:00,No data
1988-01-19T00:00:00,No data
1988-01-20T00:00:00,7.502902985
1988-01-21T00:00:00,No data
1988-01-22T00:00:00,No data
1988-01-23T00:00:00,No data
1988-01-24T00:00:00,No data
1988-01-25T00:00:00,No data
1988-01-26T00:00:00,No data
1988-01-27T00:00:00,No data
1988-01-28T00:00:00,No data
1988-01-29T00:00:00,No data
1988-01-30T00:00:00,No data
1988-01-31T00:00:00,No data
1988-02-01T00:00:00,No data
1988-02-02T00:00:00,No data
1988-02-03T00:00:00,No data
1988-02-04T00:00:00,No data
1988-02-05T00:00:00,No data
1988-02-06T00:00:00,No data
1988-02-07T00:00:00,No data
1988-02-08T00:00:00,5.897909164
1988-02-09T00:00:00,11.79581833
1988-02-10T00:00:00,29.48954582
1988-02-11T00:00:00,7.447485924
1988-02-12T00:00:00,No data
1988-02-13T00:00:00,7.447485924
1988-02-14T00:00:00,22.34245682
1988-02-15T00:00:00,29.7899437
1988-02-16T00:00:00,21.22980499
1988-02-17T00:00:00,No data
1988-02-18T00:00:00,No data
1988-02-19T00:00:00,No data
1988-02-20T00:00:00,No data
1988-02-21T00:00:00,No data
1988-02-22T00:00:00,No data
1988-02-23T00:00:00,No data
1988-02-24T00:00:00,No data
1988-02-25T00:00:00,18.66768456
1988-02-26T00:00:00,No data
1988-02-27T00:00:00,8.02914238
1988-02-28T00:00:00,No data
1988-02-29T00:00:00,No data
1988-03-01T00:00:00,No data
1988-03-02T00:00:00,No data
1988-03-03T00:00:00,14.75498199
1988-03-04T00:00:00,14.75498199
1988-03-05T00:00:00,No data
1988-03-06T00:00:00,No data
1988-03-07T00:00:00,No data
1988-03-08T00:00:00,No data
1988-03-09T00:00:00,No data
1988-03-10T00:00:00,No data
1988-03-11T00:00:00,No data
1988-03-12T00:00:00,No data
1988-03-13T00:00:00,22.36180496
1988-03-14T00:00:00,No data
1988-03-15T00:00:00,No data
1988-03-16T00:00:00,No data
1988-03-17T00:00:00,No data
1988-03-18T00:00:00,No data
1988-03-19T00:00:00,No data
1988-03-20T00:00:00,No data
1988-03-21T00:00:00,No data
1988-03-22T00:00:00,No data
1988-03-23T00:00:00,No data
1988-03-24T00:00:00,No data
1988-03-25T00:00:00,No data
1988-03-26T00:00:00,No data
1988-03-27T00:00:00,No data
1988-03-28T00:00:00,No data
1988-03-29T00:00:00,No data
1988-03-30T00:00:00,No data
1988-03-31T00:00:00,No data
1988-04-01T00:00:00,No data
1988-04-02T00:00:00,No data
1988-04-03T00:00:00,No data
1988-04-04T00:00:00,No data
1988-04-05T00:00:00,No data
1988-04-06T00:00:00,7.011619091
1988-04-07T00:00:00,3.505809546
1988-04-08T00:00:00,7.011619091
1988-04-09T00:00:00,No data
1988-04-10T00:00:00,1.752904773
1988-04-11T00:00:00,No data
1988-04-12T00:00:00,No data
1988-04-13T00:00:00,No data
1988-04-14T00:00:00,No data
1988-04-15T00:00:00,No data
1988-04-16T00:00:00,No data
1988-04-17T00:00:00,No data
1988-04-18T00:00:00,36.48556137
1988-04-19T00:00:00,No data
1988-04-20T00:00:00,No data
1988-04-21T00:00:00,No data
1988-04-22T00:00:00,No data
1988-04-23T00:00:00,No data
1988-04-24T00:00:00,9.862925529
1988-04-25T00:00:00,No data
1988-04-26T00:00:00,No data
1988-04-27T00:00:00,No data
1988-04-28T00:00:00,No data
1988-04-29T00:00:00,No data
1988-04-30T00:00:00,No data
1988-05-01T00:00:00,No data
1988-05-02T00:00:00,No data
1988-05-03T00:00:00,No data
1988-05-04T00:00:00,No data
1988-05-05T00:00:00,No data
1988-05-06T00:00:00,No data
1988-05-07T00:00:00,No data
1988-05-08T00:00:00,No data
1988-05-09T00:00:00,No data
1988-05-10T00:00:00,No data
1988-05-11T00:00:00,No data
1988-05-12T00:00:00,No data
1988-05-13T00:00:00,No data
1988-05-14T00:00:00,No data
1988-05-15T00:00:00,No data
1988-05-16T00:00:00,No data
1988-05-17T00:00:00,No data
1988-05-18T00:00:00,No data
1988-05-19T00:00:00,No data
1988-05-20T00:00:00,No data
1988-05-21T00:00:00,No data
1988-05-22T00:00:00,No data
1988-05-23T00:00:00,No data
1988-05-24T00:00:00,No data
1988-05-25T00:00:00,No data
1988-05-26T00:00:00,No data
1988-05-27T00:00:00,No data
1988-05-28T00:00:00,No data
1988-05-29T00:00:00,No data
1988-05-30T00:00:00,No data
1988-05-31T00:00:00,No data
1988-06-01T00:00:00,No data
1988-06-02T00:00:00,No data
1988-06-03T00:00:00,No data
1988-06-04T00:00:00,No data
1988-06-05T00:00:00,No data
1988-06-06T00:00:00,No data
1988-06-07T00:00:00,No data
1988-06-08T00:00:00,No data
1988-06-09T00:00:00,No data
1988-06-10T00:00:00,No data
1988-06-11T00:00:00,No data
1988-06-12T00:00:00,No data
1988-06-13T00:00:00,No data
1988-06-14T00:00:00,No data
1988-06-15T00:00:00,No data
1988-06-16T00:00:00,No data
1988-06-17T00:00:00,No data
1988-06-18T00:00:00,No data
1988-06-19T00:00:00,No data
1988-06-20T00:00:00,No data
1988-06-21T00:00:00,No data
1988-06-22T00:00:00,No data
1988-06-23T00:00:00,No data
1988-06-24T00:00:00,No data
1988-06-25T00:00:00,No data
1988-06-26T00:00:00,No data
1988-06-27T00:00:00,No data
1988-06-28T00:00:00,No data
1988-06-29T00:00:00,1.472626925
1988-06-30T00:00:00,No data
1988-07-01T00:00:00,No data
1988-07-02T00:00:00,No data
1988-07-03T00:00:00,No data
1988-07-04T00:00:00,No data
1988-07-05T00:00:00,No data
1988-07-06T00:00:00,No data
1988-07-07T00:00:00,No data
1988-07-08T00:00:00,No data
1988-07-09T00:00:00,No data
1988-07-10T00:00:00,No data
1988-07-11T00:00:00,No data
1988-07-12T00:00:00,No data
1988-07-13T00:00:00,No data
1988-07-14T00:00:00,No data
1988-07-15T00:00:00,No data
1988-07-16T00:00:00,No data
1988-07-17T00:00:00,No data
1988-07-18T00:00:00,No data
1988-07-19T00:00:00,No data
1988-07-20T00:00:00,No data
1988-07-21T00:00:00,No data
1988-07-22T00:00:00,No data
1988-07-23T00:00:00,No data
1988-07-24T00:00:00,No data
1988-07-25T00:00:00,No data
1988-07-26T00:00:00,No data
1988-07-27T00:00:00,No data
1988-07-28T00:00:00,No data
1988-07-29T00:00:00,No data
1988-07-30T00:00:00,No data
1988-07-31T00:00:00,No data
1988-08-01T00:00:00,No data
1988-08-02T00:00:00,No data
1988-08-03T00:00:00,No data
1988-08-04T00:00:00,No data
1988-08-05T00:00:00,No data
1988-08-06T00:00:00,No data
1988-08-07T00:00:00,No data
1988-08-08T00:00:00,No data
1988-08-09T00:00:00,No data
1988-08-10T00:00:00,No data
1988-08-11T00:00:00,No data
1988-08-12T00:00:00,No data
1988-08-13T00:00:00,No data
1988-08-14T00:00:00,No data
1988-08-15T00:00:00,No data
1988-08-16T00:00:00,No data
1988-08-17T00:00:00,No data
1988-08-18T00:00:00,No data
1988-08-19T00:00:00,No data
1988-08-20T00:00:00,No data
1988-08-21T00:00:00,No data
1988-08-22T00:00:00,No data
1988-08-23T00:00:00,No data
1988-08-24T00:00:00,No data
1988-08-25T00:00:00,No data
1988-08-26T00:00:00,No data
1988-08-27T00:00:00,No data
1988-08-28T00:00:00,No data
1988-08-29T00:00:00,No data
1988-08-30T00:00:00,No data
1988-08-31T00:00:00,No data
1988-09-01T00:00:00,No data
1988-09-02T00:00:00,No data
1988-09-03T00:00:00,No data
1988-09-04T00:00:00,No data
1988-09-05T00:00:00,No data
1988-09-06T00:00:00,No data
1988-09-07T00:00:00,No data
1988-09-08T00:00:00,No data
1988-09-09T00:00:00,No data
1988-09-10T00:00:00,No data
1988-09-11T00:00:00,No data
1988-09-12T00:00:00,No data
1988-09-13T00:00:00,No data
1988-09-14T00:00:00,7.875127316
1988-09-15T00:00:00,10.6444025
1988-09-16T00:00:00,No data
1988-09-17T00:00:00,No data
1988-09-18T00:00:00,No data
1988-09-19T00:00:00,No data
1988-09-20T00:00:00,No data
1988-09-21T00:00:00,No data
1988-09-22T00:00:00,No data
1988-09-23T00:00:00,No data
1988-09-24T00:00:00,No data
1988-09-25T00:00:00,No data
1988-09-26T00:00:00,No data
1988-09-27T00:00:00,No data
1988-09-28T00:00:00,No data
1988-09-29T00:00:00,No data
1988-09-30T00:00:00,No data
1988-10-01T00:00:00,No data
1988-10-02T00:00:00,No data
1988-10-03T00:00:00,No data
1988-10-04T00:00:00,No data
1988-10-05T00:00:00,No data
1988-10-06T00:00:00,No data
